year,export_value,import_value,location_code,partner_code,hs_product_code
2015,6715025749,4166598885,BEL,DEU,4
2016,7225954262,4055676698,BEL,DEU,4
2017,8893450238,4773131368,BEL,DEU,4
2008,4336830045,5967121822,CHE,DEU,4
2011,4307043359,5814590564,CHE,DEU,4
2011,5803651775,5504175939,CHN,DEU,4
2012,5050723487,5222666975,CHN,DEU,4
2013,5137037857,5249703235,CHN,DEU,4
2014,5657463342,5446322489,CHN,DEU,4
2017,5995962915,5462025487,CHN,DEU,4
2011,5626846095,5241937758,CZE,DEU,4
2014,5316006340,5091610284,CZE,DEU,4
2017,4937448508,5090911110,CZE,DEU,4
2008,5485108178,5323023978,CZE,DEU,4
2003,4612695491,5484185519,FRA,DEU,4
2004,5960774734,7486634783,FRA,DEU,4
2005,6561877797,8423876508,FRA,DEU,4
2006,8195444861,10179916386,FRA,DEU,4
2007,10026178292,12128533305,FRA,DEU,4
2008,10240036037,12977426810,FRA,DEU,4
2009,5885233158,8364327144,FRA,DEU,4
2010,7328619899,10119847150,FRA,DEU,4
2011,8910820863,12252620243,FRA,DEU,4
2012,7444109512,10350803626,FRA,DEU,4
2013,7474161400,10406223833,FRA,DEU,4
2014,7819439263,10186155897,FRA,DEU,4
2015,6364793280,8822591455,FRA,DEU,4
2016,5884594739,8032815080,FRA,DEU,4
2017,7334992836,9018928492,FRA,DEU,4
2007,4595422214,6987242123,GBR,DEU,4
2008,4628239399,7012999606,GBR,DEU,4
2011,4169902288,6334032305,GBR,DEU,4
2004,5424730622,5286642379,ITA,DEU,4
2005,5994472661,6124428463,ITA,DEU,4
2006,7898287955,7970948222,ITA,DEU,4
2007,10172593301,9635457265,ITA,DEU,4
2008,11366203839,10109774551,ITA,DEU,4
2009,6367283448,5904719505,ITA,DEU,4
2010,8615263345,7173317358,ITA,DEU,4
2011,11083276323,8719173801,ITA,DEU,4
2012,9983726180,7480140163,ITA,DEU,4
2013,9545524984,7054679856,ITA,DEU,4
2014,9810137462,7064082809,ITA,DEU,4
2015,7893462606,5845650847,ITA,DEU,4
2016,7943147808,5792103012,ITA,DEU,4
2017,9346242899,6691952511,ITA,DEU,4
2004,5211199262,5134621670,NLD,DEU,4
2005,5309552650,5835234136,NLD,DEU,4
2006,7543559541,6787992310,NLD,DEU,4
2007,9512344994,9325259596,NLD,DEU,4
2008,10151089567,10194455303,NLD,DEU,4
2009,5926989297,6807045282,NLD,DEU,4
2010,8645009400,7719777920,NLD,DEU,4
2011,11287640194,9342512843,NLD,DEU,4
2012,8688117658,7871419235,NLD,DEU,4
2013,9192359551,7507249878,NLD,DEU,4
2014,10208678889,7857993350,NLD,DEU,4
2015,8046910331,6466317584,NLD,DEU,4
2016,7646675795,6340961232,NLD,DEU,4
2017,9062860075,7216590029,NLD,DEU,4
2007,5419522786,6241394235,POL,DEU,4
2008,5997958676,7111187579,POL,DEU,4
2010,5131284495,5822051061,POL,DEU,4
2011,6753186044,7226656210,POL,DEU,4
2012,6160367293,6268112271,POL,DEU,4
2013,6490566642,6677805771,POL,DEU,4
2014,6678710745,7164262157,POL,DEU,4
2015,5604392599,6227464417,POL,DEU,4
2016,5340936650,6146749887,POL,DEU,4
2017,6313820723,7138820209,POL,DEU,4
2008,5078029406,5024042547,FRA,ESP,4
2004,6496316642,3600461146,BEL,FRA,4
2005,6816702685,3764122970,BEL,FRA,4
2006,8450025364,4755200681,BEL,FRA,4
2007,10596902769,5246911496,BEL,FRA,4
2008,10798711538,5660212942,BEL,FRA,4
2010,7268707704,4457808664,BEL,FRA,4
2011,8719798814,5231428920,BEL,FRA,4
2012,7107450970,4646186035,BEL,FRA,4
2013,7568183513,4182976363,BEL,FRA,4
2014,6880477514,4237797749,BEL,FRA,4
2017,6749788888,3774103883,BEL,FRA,4
2003,5484185519,4612695491,DEU,FRA,4
2004,7486634783,5960774734,DEU,FRA,4
2005,8423876508,6561877797,DEU,FRA,4
2006,10179916386,8195444861,DEU,FRA,4
2007,12128533305,10026178292,DEU,FRA,4
2008,12977426810,10240036037,DEU,FRA,4
2009,8364327144,5885233158,DEU,FRA,4
2010,10119847150,7328619899,DEU,FRA,4
2011,12252620243,8910820863,DEU,FRA,4
2012,10350803626,7444109512,DEU,FRA,4
2013,10406223833,7474161400,DEU,FRA,4
2014,10186155897,7819439263,DEU,FRA,4
2015,8822591455,6364793280,DEU,FRA,4
2016,8032815080,5884594739,DEU,FRA,4
2017,9018928492,7334992836,DEU,FRA,4
2008,5024042547,5078029406,ESP,FRA,4
2006,6217410721,4911647280,ITA,FRA,4
2007,7755195567,5493836293,ITA,FRA,4
2008,8062663982,5775162725,ITA,FRA,4
2011,7309670367,4211776326,ITA,FRA,4
2007,6987242123,4595422214,DEU,GBR,4
2008,7012999606,4628239399,DEU,GBR,4
2011,6334032305,4169902288,DEU,GBR,4
2004,4052640865,6012832120,CHN,HKG,4
2005,4455519410,6395285067,CHN,HKG,4
2006,5752439205,7027117596,CHN,HKG,4
2008,5885884322,6641555696,CHN,HKG,4
2012,5481936700,5009155961,CHN,HKG,4
2013,6547444812,3659706651,CHN,HKG,4
2004,5286642379,5424730622,DEU,ITA,4
2005,6124428463,5994472661,DEU,ITA,4
2006,7970948222,7898287955,DEU,ITA,4
2007,9635457265,10172593301,DEU,ITA,4
2008,10109774551,11366203839,DEU,ITA,4
2009,5904719505,6367283448,DEU,ITA,4
2010,7173317358,8615263345,DEU,ITA,4
2011,8719173801,11083276323,DEU,ITA,4
2012,7480140163,9983726180,DEU,ITA,4
2013,7054679856,9545524984,DEU,ITA,4
2014,7064082809,9810137462,DEU,ITA,4
2015,5845650847,7893462606,DEU,ITA,4
2016,5792103012,7943147808,DEU,ITA,4
2017,6691952511,9346242899,DEU,ITA,4
2006,4911647280,6217410721,FRA,ITA,4
2007,5493836293,7755195567,FRA,ITA,4
2008,5775162725,8062663982,FRA,ITA,4
2011,4211776326,7309670367,FRA,ITA,4
2004,4591103464,8564752384,CHN,JPN,4
2005,5652540112,10125774427,CHN,JPN,4
2006,6413348483,12144417360,CHN,JPN,4
2007,7166414533,14368836374,CHN,JPN,4
2008,8523351122,16956761134,CHN,JPN,4
2009,4659211508,15120011244,CHN,JPN,4
2010,6949838647,17784538174,CHN,JPN,4
2011,10287426360,18708780007,CHN,JPN,4
2012,8600357121,17029045766,CHN,JPN,4
2013,7823343511,15056622845,CHN,JPN,4
2014,8718449106,14410497479,CHN,JPN,4
2015,7662738028,11917859957,CHN,JPN,4
2016,7159953547,11334522244,CHN,JPN,4
2017,7855008297,12659667973,CHN,JPN,4
2004,2848426005,7220622193,KOR,JPN,4
2005,3665053786,8057872302,KOR,JPN,4
2006,3645145777,9058685583,KOR,JPN,4
2007,4315145114,10615468514,KOR,JPN,4
2008,5042558464,12985605653,KOR,JPN,4
2009,3091745607,9887310751,KOR,JPN,4
2010,4619837506,12177010223,KOR,JPN,4
2011,6367844611,12652479058,KOR,JPN,4
2012,5680759281,11515156712,KOR,JPN,4
2013,4684508731,10057543475,KOR,JPN,4
2014,5022609069,9032949329,KOR,JPN,4
2017,4819934221,7085750147,KOR,JPN,4
2015,3814193898,6501919114,KOR,JPN,4
2004,4561464720,5523069788,CHN,KOR,4
2005,6556554906,6372948552,CHN,KOR,4
2006,9459547081,6811923330,CHN,KOR,4
2007,12964205673,6985532003,CHN,KOR,4
2008,19897239652,7874995752,CHN,KOR,4
2009,7673220755,7692101758,CHN,KOR,4
2010,10943149800,8451565882,CHN,KOR,4
2011,14524236711,9431822947,CHN,KOR,4
2012,13448261918,8558051108,CHN,KOR,4
2013,12008256197,8320086520,CHN,KOR,4
2014,14120103452,8382221399,CHN,KOR,4
2015,11785820157,7539067256,CHN,KOR,4
2016,11225176695,7220311825,CHN,KOR,4
2017,12334966134,7862666429,CHN,KOR,4
2004,7220622193,2848426005,JPN,KOR,4
2006,9058685583,3645145777,JPN,KOR,4
2007,10615468514,4315145114,JPN,KOR,4
2008,12985605653,5042558464,JPN,KOR,4
2009,9887310751,3091745607,JPN,KOR,4
2010,12177010223,4619837506,JPN,KOR,4
2011,12652479058,6367844611,JPN,KOR,4
2012,11515156712,5680759281,JPN,KOR,4
2014,9032949329,5022609069,JPN,KOR,4
2017,7085750147,4819934221,JPN,KOR,4
2015,6501919114,3814193898,JPN,KOR,4
2005,8057872302,3665053786,JPN,KOR,4
2013,10057543475,4684508731,JPN,KOR,4
1998,6037877306,4446552140,USA,MEX,4
1999,6510110913,4539291559,USA,MEX,4
2000,7516902456,4979543033,USA,MEX,4
2001,6185618937,4754267994,USA,MEX,4
2002,5986799213,5066070424,USA,MEX,4
2003,5963844895,5055195076,USA,MEX,4
2004,7457262837,6965072244,USA,MEX,4
2005,8817588096,8149273017,USA,MEX,4
2006,10855571256,8607724046,USA,MEX,4
2007,11149853777,9435641619,USA,MEX,4
2008,12592339482,9686974286,USA,MEX,4
2009,9265394793,6025957908,USA,MEX,4
2010,12261021129,7516072044,USA,MEX,4
2011,14763967452,9959652596,USA,MEX,4
2012,16595027368,9999763812,USA,MEX,4
2013,17372135290,9552677484,USA,MEX,4
2014,18801125334,11258368623,USA,MEX,4
2015,18289254027,10429989874,USA,MEX,4
2016,17530071000,9726078977,USA,MEX,4
2017,18773504902,10444479311,USA,MEX,4
2007,4878554060,6760672153,BEL,NLD,4
2008,5103749891,6763421171,BEL,NLD,4
2011,5049694425,5965406319,BEL,NLD,4
2004,5134621670,5211199262,DEU,NLD,4
2005,5835234136,5309552650,DEU,NLD,4
2006,6787992310,7543559541,DEU,NLD,4
2007,9325259596,9512344994,DEU,NLD,4
2008,10194455303,10151089567,DEU,NLD,4
2009,6807045282,5926989297,DEU,NLD,4
2010,7719777920,8645009400,DEU,NLD,4
2011,9342512843,11287640194,DEU,NLD,4
2012,7871419235,8688117658,DEU,NLD,4
2013,7507249878,9192359551,DEU,NLD,4
2014,7857993350,10208678889,DEU,NLD,4
2015,6466317584,8046910331,DEU,NLD,4
2016,6340961232,7646675795,DEU,NLD,4
2017,7216590029,9062860075,DEU,NLD,4
2007,6241394235,5419522786,DEU,POL,4
2008,7111187579,5997958676,DEU,POL,4
2010,5822051061,5131284495,DEU,POL,4
2011,7226656210,6753186044,DEU,POL,4
2012,6268112271,6160367293,DEU,POL,4
2013,6677805771,6490566642,DEU,POL,4
2014,7164262157,6678710745,DEU,POL,4
2015,6227464417,5604392599,DEU,POL,4
2016,6146749887,5340936650,DEU,POL,4
2017,7138820209,6313820723,DEU,POL,4
2000,14512135941,12837606179,CAN,USA,4
2001,13257201843,10763250776,CAN,USA,4
2002,13831251543,10919575136,CAN,USA,4
2003,14195868310,11147091985,CAN,USA,4
2004,18511458528,13609463823,CAN,USA,4
2005,21414551607,16047295464,CAN,USA,4
2006,27211167568,18336353133,CAN,USA,4
2007,29525975041,19493133713,CAN,USA,4
2008,30005462800,21428051890,CAN,USA,4
2009,17087603528,14204512952,CAN,USA,4
2010,22526477198,19274461555,CAN,USA,4
2011,25123149919,21793129192,CAN,USA,4
2012,23754401699,22402247901,CAN,USA,4
2013,23088451700,21545098349,CAN,USA,4
2014,24863604714,21697962342,CAN,USA,4
2015,22387443286,18064024676,CAN,USA,4
2016,20854778237,16441909179,CAN,USA,4
2017,24582120459,18116385008,CAN,USA,4
1995,11918457367,8343026782,CAN,USA,4
1996,12027161526,8387717682,CAN,USA,4
1997,13093074793,10095496739,CAN,USA,4
1998,13021463374,10213266677,CAN,USA,4
1999,13028006797,10706173592,CAN,USA,4
2004,11063209449,2732388239,CHN,USA,4
2005,14192009478,4323557646,CHN,USA,4
2006,19205682086,6374544334,CHN,USA,4
2007,21409019533,7100821527,CHN,USA,4
2008,24637543457,7819448886,CHN,USA,4
2009,15558369868,6697537856,CHN,USA,4
2010,16738853723,7910899551,CHN,USA,4
2011,19278931988,10022338013,CHN,USA,4
2012,20496152837,9036868905,CHN,USA,4
2013,21391873219,8147832938,CHN,USA,4
2014,23730828608,6994051778,CHN,USA,4
2015,24408251511,5238504364,CHN,USA,4
2016,22292202967,4686201823,CHN,USA,4
2017,24788077711,5398776063,CHN,USA,4
1998,4446552140,6037877306,MEX,USA,4
1999,4539291559,6510110913,MEX,USA,4
2000,4979543033,7516902456,MEX,USA,4
2001,4754267994,6185618937,MEX,USA,4
2002,5066070424,5986799213,MEX,USA,4
2003,5055195076,5963844895,MEX,USA,4
2004,6965072244,7457262837,MEX,USA,4
2005,8149273017,8817588096,MEX,USA,4
2006,8607724046,10855571256,MEX,USA,4
2007,9435641619,11149853777,MEX,USA,4
2008,9686974286,12592339482,MEX,USA,4
2009,6025957908,9265394793,MEX,USA,4
2010,7516072044,12261021129,MEX,USA,4
2011,9959652596,14763967452,MEX,USA,4
2012,9999763812,16595027368,MEX,USA,4
2013,9552677484,17372135290,MEX,USA,4
2014,11258368623,18801125334,MEX,USA,4
2015,10429989874,18289254027,MEX,USA,4
2016,9726078977,17530071000,MEX,USA,4
2017,10444479311,18773504902,MEX,USA,4
2006,3622574560,7198314013,CHN,TWN,4
2007,3736906390,7942955881,CHN,TWN,4
2008,3627537791,7206663482,CHN,TWN,4
2011,4018582533,6541666870,CHN,TWN,4
2013,4172881569,5893049278,CHN,TWN,4
2014,5659249229,5841172516,CHN,TWN,4
2015,10299058974,132538108,CHN,VNM,4
2017,23869008502,69796212,CHN,ARE,8
2007,6379368120,4733684129,DEU,AUT,8
2008,6520482350,4660658587,DEU,AUT,8
2010,5975316743,4431249946,DEU,AUT,8
2011,6673184765,4959014169,DEU,AUT,8
2012,6296953365,4412183095,DEU,AUT,8
2013,6616408462,4536472128,DEU,AUT,8
2014,6600912799,4624258751,DEU,AUT,8
2016,5888527307,4118865246,DEU,AUT,8
2017,6545344257,4543228072,DEU,AUT,8
2011,11227476524,545898870,CHN,CAN,8
2012,12188303739,567457100,CHN,CAN,8
2013,11690827032,583225452,CHN,CAN,8
2014,12123129687,816300279,CHN,CAN,8
2015,12163496677,455960583,CHN,CAN,8
2016,11334105542,442679923,CHN,CAN,8
2017,13243780534,400105339,CHN,CAN,8
1995,15918623324,7209719234,USA,CAN,8
1996,16381430029,8699889676,USA,CAN,8
1997,17842275011,9634661172,USA,CAN,8
1998,18389165104,10095904123,USA,CAN,8
1999,20384664354,11925326840,USA,CAN,8
2000,24629270731,17301151836,USA,CAN,8
2001,19527408730,11345907700,USA,CAN,8
2002,16698763816,9321358836,USA,CAN,8
2003,16734081925,8864541049,USA,CAN,8
2004,18930403181,10303840813,USA,CAN,8
2005,21365639628,11870653860,USA,CAN,8
2006,22503142451,12474367934,USA,CAN,8
2007,22780518441,12661423021,USA,CAN,8
2008,22750428896,12001299690,USA,CAN,8
2009,19269227749,9066408520,USA,CAN,8
2010,23817205125,9036891575,USA,CAN,8
2011,25513297323,9386439418,USA,CAN,8
2012,26121726922,9144148921,USA,CAN,8
2013,25771026733,8462322650,USA,CAN,8
2014,26082766468,8698920218,USA,CAN,8
2015,23552486752,8677382689,USA,CAN,8
2016,22742666276,8142510700,USA,CAN,8
2017,23661736636,8176908346,USA,CAN,8
2017,69796212,23869008502,ARE,CHN,8
2011,545898870,11227476524,CAN,CHN,8
2012,567457100,12188303739,CAN,CHN,8
2013,583225452,11690827032,CAN,CHN,8
2014,816300279,12123129687,CAN,CHN,8
2015,455960583,12163496677,CAN,CHN,8
2016,442679923,11334105542,CAN,CHN,8
2017,400105339,13243780534,CAN,CHN,8
2003,2813334587,7811586154,DEU,CHN,8
2004,3868578946,11596501077,DEU,CHN,8
2005,3647783542,13259288834,DEU,CHN,8
2006,4955162781,17962208563,DEU,CHN,8
2007,6151980339,18265460533,DEU,CHN,8
2008,7674844572,19688025140,DEU,CHN,8
2009,7116636013,18442280585,DEU,CHN,8
2010,9291917397,25712624623,DEU,CHN,8
2011,11101156455,28965376993,DEU,CHN,8
2012,10087733220,27500063502,DEU,CHN,8
2013,11454135504,26288001423,DEU,CHN,8
2014,13604030069,27328598312,DEU,CHN,8
2015,11512714070,27585759474,DEU,CHN,8
2016,12420394443,29562086316,DEU,CHN,8
2017,14887120498,32213141456,DEU,CHN,8
2008,1473195460,9620187259,FRA,CHN,8
2009,1331794963,9945722639,FRA,CHN,8
2010,1543588071,12066911722,FRA,CHN,8
2011,1717145825,14245176105,FRA,CHN,8
2012,1507482676,12845777218,FRA,CHN,8
2013,1593496913,13402594904,FRA,CHN,8
2014,1700865143,13836914039,FRA,CHN,8
2015,1358406177,13001246386,FRA,CHN,8
2016,1359935982,13195030931,FRA,CHN,8
2017,1382955199,13743184404,FRA,CHN,8
2007,702182360,10394554066,GBR,CHN,8
2008,821401744,11337385074,GBR,CHN,8
2010,818828582,12544105216,GBR,CHN,8
2011,871893792,13693173271,GBR,CHN,8
2012,836506588,9810983493,GBR,CHN,8
2013,703909936,10812332389,GBR,CHN,8
2014,950536512,12023697843,GBR,CHN,8
2015,1003002361,12579518110,GBR,CHN,8
2016,1147717857,12696553131,GBR,CHN,8
2017,1158579951,13158216136,GBR,CHN,8
1995,10752187974,14561436782,HKG,CHN,8
1996,11244960311,15254876024,HKG,CHN,8
1997,12724327885,16179296545,HKG,CHN,8
1998,12491464180,15741241809,HKG,CHN,8
1999,14087237910,17464564842,HKG,CHN,8
2000,19916897151,23175488224,HKG,CHN,8
2001,21384077136,21865243165,HKG,CHN,8
2002,27375130248,25391284656,HKG,CHN,8
2003,35335318226,29879681727,HKG,CHN,8
2004,46274006355,33497938046,HKG,CHN,8
2005,55118911765,45104200753,HKG,CHN,8
2006,66476811907,58545817559,HKG,CHN,8
2007,3181534018,72754014255,HKG,CHN,8
2008,88523779138,78986906978,HKG,CHN,8
2009,1803866129,73541121853,HKG,CHN,8
2010,1696881783,95391298172,HKG,CHN,8
2011,17410765755,111388810776,HKG,CHN,8
2012,16523166644,132018725084,HKG,CHN,8
2013,17366369739,177566872917,HKG,CHN,8
2014,18174629467,152648058906,HKG,CHN,8
2015,18823057051,164111123422,HKG,CHN,8
2016,3559840572,146036438588,HKG,CHN,8
2017,2799114113,143548935341,HKG,CHN,8
2011,429953679,10969010429,IND,CHN,8
2012,278201588,10646308957,IND,CHN,8
2013,310434721,11017258321,IND,CHN,8
2014,322686144,11903126187,IND,CHN,8
2015,358114503,14727840110,IND,CHN,8
2016,390409207,18212332992,IND,CHN,8
2017,462073537,23401409653,IND,CHN,8
2000,8502484737,7088247213,JPN,CHN,8
2001,12340692075,8084754055,JPN,CHN,8
2002,12178170445,9237968456,JPN,CHN,8
2003,17965895188,11385287211,JPN,CHN,8
2004,20998940319,14246123104,JPN,CHN,8
2006,27580073812,17696121234,JPN,CHN,8
2007,33177961364,19729016554,JPN,CHN,8
2008,33900140355,22389626052,JPN,CHN,8
2009,31643005912,19402907632,JPN,CHN,8
2010,36565115925,28145330712,JPN,CHN,8
2011,38052200093,31967043880,JPN,CHN,8
2012,36080116612,34450850621,JPN,CHN,8
2014,30226634108,38512979247,JPN,CHN,8
2016,30372294732,34982211877,JPN,CHN,8
2017,32564097862,36018151777,JPN,CHN,8
2015,28941731752,35365116469,JPN,CHN,8
1998,6923677468,4682879779,JPN,CHN,8
1999,9153836291,5523644505,JPN,CHN,8
2005,22413141902,16276288453,JPN,CHN,8
2013,31187191503,37416218151,JPN,CHN,8
2002,6736524053,3361641904,KOR,CHN,8
2003,9748920914,4529774597,KOR,CHN,8
2004,13017267250,6796884959,KOR,CHN,8
2005,17827546699,8511716991,KOR,CHN,8
2006,21110642387,11115147899,KOR,CHN,8
2007,23300147444,13831607145,KOR,CHN,8
2008,26104030044,18428773953,KOR,CHN,8
2009,27319746141,16374849347,KOR,CHN,8
2010,35794688232,19705691453,KOR,CHN,8
2011,37693298877,23234266761,KOR,CHN,8
2012,43400803078,28224813621,KOR,CHN,8
2013,52269816718,31618431275,KOR,CHN,8
2014,54338451285,34959311252,KOR,CHN,8
2016,49671450032,31556716247,KOR,CHN,8
2017,63615669685,34194793612,KOR,CHN,8
2015,55981726300,36870685826,KOR,CHN,8
2017,94755,12960308536,LBN,CHN,8
2006,877791870,10085125187,MEX,CHN,8
2007,1217321079,9688868833,MEX,CHN,8
2008,1322056795,14333061187,MEX,CHN,8
2009,1295506637,14183830139,MEX,CHN,8
2010,1766550643,20118933174,MEX,CHN,8
2011,2007609590,21519855563,MEX,CHN,8
2012,2026945362,22917765497,MEX,CHN,8
2013,2385151338,24832100616,MEX,CHN,8
2014,3032142049,26489023756,MEX,CHN,8
2015,3454576891,27185245186,MEX,CHN,8
2016,3853885633,27569113868,MEX,CHN,8
2017,4642421318,28921301602,MEX,CHN,8
2004,9381990032,2383126062,MYS,CHN,8
2005,11857002949,2989758115,MYS,CHN,8
2006,13619494359,3759123095,MYS,CHN,8
2007,15812265956,5071544434,MYS,CHN,8
2008,16384077376,4993426448,MYS,CHN,8
2009,17580992018,4894879541,MYS,CHN,8
2010,27148943689,5769026093,MYS,CHN,8
2011,32631530184,6359782800,MYS,CHN,8
2012,31457584201,8152651643,MYS,CHN,8
2013,33731050901,8556887825,MYS,CHN,8
2014,32034733497,9107697134,MYS,CHN,8
2015,30524556376,9054448751,MYS,CHN,8
2016,29913026012,8424866068,MYS,CHN,8
2017,29001697602,10467869397,MYS,CHN,8
2010,374590605,10904508780,NLD,CHN,8
2011,430063502,15243331256,NLD,CHN,8
2012,473566381,16463908105,NLD,CHN,8
2013,588298028,15653548730,NLD,CHN,8
2014,821931051,16302147856,NLD,CHN,8
2015,667786974,17778862269,NLD,CHN,8
2016,698711356,18321317616,NLD,CHN,8
2017,755984886,20829972432,NLD,CHN,8
2005,8624667149,1456335678,PHL,CHN,8
2006,12223299727,1722178579,PHL,CHN,8
2007,17287624350,2060267338,PHL,CHN,8
2010,8435405473,2359311273,PHL,CHN,8
2011,8298683781,2227356370,PHL,CHN,8
2014,8822336204,3734916194,PHL,CHN,8
2015,8889971781,4383667547,PHL,CHN,8
2017,9492671847,5237677916,PHL,CHN,8
2008,14273333088,2347039292,PHL,CHN,8
2012,8785446093,2482961826,PHL,CHN,8
2013,8539465286,2778972361,PHL,CHN,8
2016,8774830145,4221431860,PHL,CHN,8
2004,5020853480,5434618860,SGP,CHN,8
2006,12905266320,9853740968,SGP,CHN,8
2007,13966534569,10176098139,SGP,CHN,8
2008,13567482708,9847382564,SGP,CHN,8
2011,16348112104,9333104221,SGP,CHN,8
2013,21410208811,10962134053,SGP,CHN,8
2015,21898565239,13798012759,SGP,CHN,8
2016,18492727013,11481250689,SGP,CHN,8
2017,22956468382,15663600008,SGP,CHN,8
2014,22811199921,11967457420,SGP,CHN,8
2012,18127867366,9606791564,SGP,CHN,8
2005,6531696510,6865631756,SGP,CHN,8
2009,10659307759,7809701456,SGP,CHN,8
2010,15542327393,8686826890,SGP,CHN,8
2010,7155955876,4212657591,THA,CHN,8
2011,7413785725,5636195197,THA,CHN,8
2012,5829073344,6802249039,THA,CHN,8
2013,6208913123,6940417905,THA,CHN,8
2014,6920604097,7171068195,THA,CHN,8
2015,7822773396,9116135925,THA,CHN,8
2016,8084345718,9133645774,THA,CHN,8
2017,8790449345,9182203261,THA,CHN,8
1996,1372507562,8742043297,USA,CHN,8
1997,1547543693,10356872150,USA,CHN,8
1998,1878130770,12539966363,USA,CHN,8
1999,3366990224,14983845359,USA,CHN,8
2000,4427140033,18991740530,USA,CHN,8
2001,3374785977,18989153769,USA,CHN,8
2002,3971150035,24965526154,USA,CHN,8
2003,4737989396,29504031329,USA,CHN,8
2004,6105218750,40693375423,USA,CHN,8
2005,6826409608,53360662214,USA,CHN,8
2006,10202684977,64821922552,USA,CHN,8
2007,10705257847,70654445953,USA,CHN,8
2008,11665251724,74616217576,USA,CHN,8
2009,9278738545,68844802495,USA,CHN,8
2010,11335018006,76001726994,USA,CHN,8
2011,10027602514,83789899381,USA,CHN,8
2012,9542410735,94782877241,USA,CHN,8
2013,11202976316,104799182004,USA,CHN,8
2014,11703842246,112450366105,USA,CHN,8
2015,11672120494,115268100188,USA,CHN,8
2016,11466639908,115914568032,USA,CHN,8
2017,11511677837,131097298985,USA,CHN,8
2013,5290684121,9397394565,VNM,CHN,8
2015,11369806827,12514824428,VNM,CHN,8
2016,12285682796,12485706017,VNM,CHN,8
2012,4819447549,6322278336,VNM,CHN,8
2014,8111259946,12048074647,VNM,CHN,8
2017,23684555087,20512641159,VNM,CHN,8
2002,11519410021,2051008892,TWN,CHN,8
2003,16327268975,2783258808,TWN,CHN,8
2004,22984072462,3820917994,TWN,CHN,8
2005,27411904753,5197244573,TWN,CHN,8
2006,34202716801,6752633355,TWN,CHN,8
2007,43223813484,7703620878,TWN,CHN,8
2008,43610539600,8066933585,TWN,CHN,8
2009,38294313813,7278160015,TWN,CHN,8
2010,50629763908,10667216657,TWN,CHN,8
2011,55247918626,12162909621,TWN,CHN,8
2012,65545463460,15314080559,TWN,CHN,8
2013,89260201113,16282041357,TWN,CHN,8
2014,87021586266,17956879306,TWN,CHN,8
2015,84153760621,18153526836,TWN,CHN,8
2016,88336409652,15664474304,TWN,CHN,8
2017,92935765031,17007509682,TWN,CHN,8
2016,82880172390,4046577,ANS,CHN,8
2007,4592228770,6005575549,DEU,CZE,8
2008,5304022446,7680264398,DEU,CZE,8
2009,4318139752,6274825895,DEU,CZE,8
2010,5671854184,7661173413,DEU,CZE,8
2011,5772344478,9680354713,DEU,CZE,8
2012,5307457539,8594922162,DEU,CZE,8
2013,5873938929,8626932902,DEU,CZE,8
2014,6208097324,9457133633,DEU,CZE,8
2015,5668724651,8223414433,DEU,CZE,8
2016,6141382163,8316734668,DEU,CZE,8
2017,6936906509,9865053812,DEU,CZE,8
2007,4733684129,6379368120,AUT,DEU,8
2008,4660658587,6520482350,AUT,DEU,8
2010,4431249946,5975316743,AUT,DEU,8
2011,4959014169,6673184765,AUT,DEU,8
2012,4412183095,6296953365,AUT,DEU,8
2013,4536472128,6616408462,AUT,DEU,8
2014,4624258751,6600912799,AUT,DEU,8
2016,4118865246,5888527307,AUT,DEU,8
2017,4543228072,6545344257,AUT,DEU,8
2003,7811586154,2813334587,CHN,DEU,8
2004,11596501077,3868578946,CHN,DEU,8
2005,13259288834,3647783542,CHN,DEU,8
2006,17962208563,4955162781,CHN,DEU,8
2007,18265460533,6151980339,CHN,DEU,8
2008,19688025140,7674844572,CHN,DEU,8
2009,18442280585,7116636013,CHN,DEU,8
2010,25712624623,9291917397,CHN,DEU,8
2011,28965376993,11101156455,CHN,DEU,8
2012,27500063502,10087733220,CHN,DEU,8
2013,26288001423,11454135504,CHN,DEU,8
2014,27328598312,13604030069,CHN,DEU,8
2015,27585759474,11512714070,CHN,DEU,8
2016,29562086316,12420394443,CHN,DEU,8
2017,32213141456,14887120498,CHN,DEU,8
2009,6274825895,4318139752,CZE,DEU,8
2011,9680354713,5772344478,CZE,DEU,8
2014,9457133633,6208097324,CZE,DEU,8
2015,8223414433,5668724651,CZE,DEU,8
2016,8316734668,6141382163,CZE,DEU,8
2017,9865053812,6936906509,CZE,DEU,8
2007,6005575549,4592228770,CZE,DEU,8
2012,8594922162,5307457539,CZE,DEU,8
2013,8626932902,5873938929,CZE,DEU,8
2008,7680264398,5304022446,CZE,DEU,8
2010,7661173413,5671854184,CZE,DEU,8
2008,2213310332,8181084572,ESP,DEU,8
1995,4717388638,5770746620,FRA,DEU,8
1996,4857442934,5351007576,FRA,DEU,8
1998,4911327311,5305678552,FRA,DEU,8
2000,5473034819,6215308326,FRA,DEU,8
2003,4808527526,6327423325,FRA,DEU,8
2004,5695221343,8465858792,FRA,DEU,8
2005,5884506645,8725729911,FRA,DEU,8
2006,6058301809,8548064467,FRA,DEU,8
2007,6435832496,9086956970,FRA,DEU,8
2008,6529440417,9459257994,FRA,DEU,8
2009,5383515063,8554215821,FRA,DEU,8
2010,7021819767,10304806593,FRA,DEU,8
